Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)
6/19/2019,12:00:00,170,0.059489,0.070427,0.073713,-999,-999,0.077657,-999,-999,-999,-999,-999,-999,-999,-999,0.095239,-999,-999,0.100655,-999,-999,0.117021,0.117242,4.681977,-999,-999,-999,-999,-999,-999,-999,0.668904,0.815402,0.807171,0.669162,0.677461,-999,27,27,27,0,0,27,0,0,0,0,0,0,0,0,27,0,0,27,0,0,27,27,27,0,0,0,0,0,0,0,27,27,27,27,27,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
6/20/2019,12:00:00,171,0.095995,0.130629,0.1422,-999,-999,0.160037,-999,-999,-999,-999,-999,-999,-999,-999,0.197943,-999,-999,0.215749,-999,-999,0.247468,0.261894,4.128354,-999,-999,-999,-999,-999,-999,-999,0.622177,0.808101,0.700582,0.601674,0.758845,-999,71,71,71,0,0,71,0,0,0,0,0,0,0,0,71,0,0,71,0,0,69,69,71,0,0,0,0,0,0,0,71,71,71,71,69,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
6/21/2019,12:00:00,172,0.094035,0.125358,0.136302,-999,-999,0.150892,-999,-999,-999,-999,-999,-999,-999,-999,0.185178,-999,-999,0.202257,-999,-999,0.234437,0.247336,3.915094,-999,-999,-999,-999,-999,-999,-999,0.593345,0.868609,0.69064,0.561954,0.794404,-999,79,79,79,0,0,79,0,0,0,0,0,0,0,0,79,0,0,79,0,0,79,79,79,0,0,0,0,0,0,0,79,79,79,79,79,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
6/22/2019,12:00:00,173,0.084886,0.117669,0.127469,-999,-999,0.142997,-999,-999,-999,-999,-999,-999,-999,-999,0.175326,-999,-999,0.190632,-999,-999,0.217337,0.230199,3.385719,-999,-999,-999,-999,-999,-999,-999,0.598325,0.775564,0.671357,0.578793,0.731808,-999,43,43,43,0,0,43,0,0,0,0,0,0,0,0,43,0,0,43,0,0,43,43,43,0,0,0,0,0,0,0,43,43,43,43,43,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
6/23/2019,12:00:00,174,0.091674,0.121835,0.132414,-999,-999,0.151736,-999,-999,-999,-999,-999,-999,-999,-999,0.191776,-999,-999,0.21037,-999,-999,0.240876,0.253735,3.734228,-999,-999,-999,-999,-999,-999,-999,0.692904,0.829812,0.767666,0.676309,0.736539,-999,28,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
6/24/2019,12:00:00,175,0.089957,0.129588,0.141473,-999,-999,0.157816,-999,-999,-999,-999,-999,-999,-999,-999,0.191006,-999,-999,0.206999,-999,-999,0.237225,0.24849,3.624778,-999,-999,-999,-999,-999,-999,-999,0.619728,0.855493,0.695716,0.597529,0.774792,-999,145,144,145,0,0,145,0,0,0,0,0,0,0,0,145,0,0,145,0,0,145,144,145,0,0,0,0,0,0,0,145,145,145,145,145,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
6/25/2019,12:00:00,176,0.203272,0.27413,0.292992,-999,-999,0.314674,-999,-999,-999,-999,-999,-999,-999,-999,0.347312,-999,-999,0.360604,-999,-999,0.387355,0.39477,4.006983,-999,-999,-999,-999,-999,-999,-999,0.307135,0.398658,0.319636,0.307466,0.357775,-999,108,108,108,0,0,108,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,108,108,0,0,0,0,0,0,0,108,108,108,108,108,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
6/26/2019,12:00:00,177,0.073907,0.105981,0.117978,-999,-999,0.137594,-999,-999,-999,-999,-999,-999,-999,-999,0.180966,-999,-999,0.204222,-999,-999,0.24535,0.266919,3.936286,-999,-999,-999,-999,-999,-999,-999,0.887794,1.172105,0.997001,0.853695,1.110463,-999,130,130,131,0,0,131,0,0,0,0,0,0,0,0,131,0,0,130,0,0,131,131,131,0,0,0,0,0,0,0,131,131,131,131,131,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
6/27/2019,12:00:00,178,0.0149,0.03074,0.038697,-999,-999,0.05377,-999,-999,-999,-999,-999,-999,-999,-999,0.089784,-999,-999,0.109484,-999,-999,0.144942,0.163853,3.183788,-999,-999,-999,-999,-999,-999,-999,1.551418,1.740031,1.673101,1.532545,1.580613,-999,128,133,134,0,0,134,0,0,0,0,0,0,0,0,134,0,0,134,0,0,134,134,134,0,0,0,0,0,0,0,134,134,134,134,134,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
6/30/2019,12:00:00,181,0.056109,0.068789,0.07204,-999,-999,0.076874,-999,-999,-999,-999,-999,-999,-999,-999,0.095946,-999,-999,0.103592,-999,-999,0.123307,0.129034,4.61072,-999,-999,-999,-999,-999,-999,-999,0.573764,0.938457,0.72288,0.54637,0.861718,-999,35,35,35,0,0,35,0,0,0,0,0,0,0,0,35,0,0,35,0,0,35,35,35,0,0,0,0,0,0,0,35,35,35,35,35,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/1/2019,12:00:00,182,0.057799,0.068647,0.073131,-999,-999,0.079196,-999,-999,-999,-999,-999,-999,-999,-999,0.101363,-999,-999,0.111754,-999,-999,0.13564,0.144515,4.38702,-999,-999,-999,-999,-999,-999,-999,0.67143,1.030489,0.829629,0.639416,0.967558,-999,52,52,52,0,0,52,0,0,0,0,0,0,0,0,52,0,0,52,0,0,52,50,52,0,0,0,0,0,0,0,52,52,52,52,52,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/2/2019,12:00:00,183,0.04188,0.072554,0.090443,-999,-999,0.126828,-999,-999,-999,-999,-999,-999,-999,-999,0.205502,-999,-999,0.247387,-999,-999,0.311215,0.350249,4.715117,-999,-999,-999,-999,-999,-999,-999,1.516145,1.513259,1.586657,1.514662,1.367341,-999,98,98,98,0,0,98,0,0,0,0,0,0,0,0,98,0,0,98,0,0,98,97,98,0,0,0,0,0,0,0,98,98,98,98,98,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/3/2019,12:00:00,184,0.076764,0.110322,0.132996,-999,-999,0.183666,-999,-999,-999,-999,-999,-999,-999,-999,0.292894,-999,-999,0.35192,-999,-999,0.438189,0.490445,4.698911,-999,-999,-999,-999,-999,-999,-999,1.55961,1.50274,1.611439,1.564334,1.322443,-999,41,41,41,0,0,41,0,0,0,0,0,0,0,0,41,0,0,41,0,0,41,41,41,0,0,0,0,0,0,0,41,41,41,41,41,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/4/2019,12:00:00,185,-999,0.077868,0.093444,-999,-999,0.125867,-999,-999,-999,-999,-999,-999,-999,-999,0.198522,-999,-999,0.238463,-999,-999,0.301555,0.335743,4.346106,-999,-999,-999,-999,-999,-999,-999,1.452381,1.544231,1.546322,1.437133,1.356839,-999,0,58,58,0,0,58,0,0,0,0,0,0,0,0,58,0,0,58,0,0,58,58,58,0,0,0,0,0,0,0,58,58,58,58,58,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/5/2019,12:00:00,186,0.063809,0.072821,0.080323,-999,-999,0.091046,-999,-999,-999,-999,-999,-999,-999,-999,0.122747,-999,-999,0.140265,-999,-999,0.175609,0.188662,4.099836,-999,-999,-999,-999,-999,-999,-999,0.924806,1.37571,1.100484,0.868368,1.220902,-999,42,52,52,0,0,52,0,0,0,0,0,0,0,0,52,0,0,52,0,0,52,52,52,0,0,0,0,0,0,0,52,52,52,52,52,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/10/2019,12:00:00,191,0.087892,0.116192,0.127223,-999,-999,0.146806,-999,-999,-999,-999,-999,-999,-999,-999,0.189801,-999,-999,0.209843,-999,-999,0.24529,0.260865,4.417485,-999,-999,-999,-999,-999,-999,-999,0.779991,0.956186,0.868914,0.76213,0.867624,-999,16,16,16,0,0,16,0,0,0,0,0,0,0,0,16,0,0,16,0,0,16,16,16,0,0,0,0,0,0,0,16,16,16,16,16,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/11/2019,12:00:00,192,0.035717,0.053897,0.062709,-999,-999,0.076692,-999,-999,-999,-999,-999,-999,-999,-999,0.109921,-999,-999,0.126084,-999,-999,0.156729,0.165503,4.29868,-999,-999,-999,-999,-999,-999,-999,1.055984,1.298458,1.176324,1.033266,1.077043,-999,85,85,85,0,0,85,0,0,0,0,0,0,0,0,85,0,0,85,0,0,85,85,85,0,0,0,0,0,0,0,85,85,85,85,85,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/14/2019,12:00:00,195,0.176376,0.229634,0.243104,-999,-999,0.255943,-999,-999,-999,-999,-999,-999,-999,-999,0.276915,-999,-999,0.284505,-999,-999,0.304366,0.307884,3.8655,-999,-999,-999,-999,-999,-999,-999,0.235936,0.345684,0.250496,0.237285,0.314492,-999,84,87,87,0,0,87,0,0,0,0,0,0,0,0,87,0,0,87,0,0,87,87,87,0,0,0,0,0,0,0,87,87,87,87,87,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/15/2019,12:00:00,196,0.120179,0.156619,0.168024,-999,-999,0.182957,-999,-999,-999,-999,-999,-999,-999,-999,0.215081,-999,-999,0.229064,-999,-999,0.256402,0.266001,4.55254,-999,-999,-999,-999,-999,-999,-999,0.464891,0.63872,0.52847,0.450578,0.591747,-999,105,106,106,0,0,106,0,0,0,0,0,0,0,0,106,0,0,106,0,0,106,106,106,0,0,0,0,0,0,0,106,106,106,106,106,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/16/2019,12:00:00,197,0.067797,0.096451,0.105567,-999,-999,0.11689,-999,-999,-999,-999,-999,-999,-999,-999,0.141972,-999,-999,0.15212,-999,-999,0.174917,0.183796,4.220284,-999,-999,-999,-999,-999,-999,-999,0.551328,0.77122,0.624695,0.540129,0.750134,-999,121,121,121,0,0,121,0,0,0,0,0,0,0,0,121,0,0,121,0,0,121,121,121,0,0,0,0,0,0,0,121,121,121,121,121,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/17/2019,12:00:00,198,0.031,0.049789,0.058566,-999,-999,0.073722,-999,-999,-999,-999,-999,-999,-999,-999,0.110459,-999,-999,0.128236,-999,-999,0.160072,0.175147,4.277817,-999,-999,-999,-999,-999,-999,-999,1.171609,1.367325,1.303472,1.149918,1.236162,-999,102,102,102,0,0,102,0,0,0,0,0,0,0,0,102,0,0,102,0,0,102,102,102,0,0,0,0,0,0,0,102,102,102,102,102,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/18/2019,12:00:00,199,0.057857,0.102339,0.126657,-999,-999,0.178389,-999,-999,-999,-999,-999,-999,-999,-999,0.269118,-999,-999,0.310534,-999,-999,0.368572,0.404859,4.29528,-999,-999,-999,-999,-999,-999,-999,1.281903,1.07221,1.248556,1.324999,0.951738,-999,19,19,19,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,19,19,0,0,0,0,0,0,0,19,19,19,19,19,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/19/2019,12:00:00,200,0.02119,0.037012,0.044297,-999,-999,0.053979,-999,-999,-999,-999,-999,-999,-999,-999,0.078152,-999,-999,0.088129,-999,-999,0.110255,0.114849,4.162834,-999,-999,-999,-999,-999,-999,-999,1.038848,1.257213,1.161188,1.03255,1.046457,-999,132,132,132,0,0,132,0,0,0,0,0,0,0,0,132,0,0,132,0,0,132,132,132,0,0,0,0,0,0,0,132,132,132,132,132,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/20/2019,12:00:00,201,0.039249,0.053751,0.060297,-999,-999,0.068047,-999,-999,-999,-999,-999,-999,-999,-999,0.091935,-999,-999,0.102275,-999,-999,0.125531,0.130864,4.617366,-999,-999,-999,-999,-999,-999,-999,0.807175,1.154658,0.966531,0.775793,0.975201,-999,32,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,32,32,0,0,0,0,0,0,0,32,32,32,32,32,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/21/2019,12:00:00,202,0.049886,0.065483,0.071171,-999,-999,0.077739,-999,-999,-999,-999,-999,-999,-999,-999,0.099153,-999,-999,0.108672,-999,-999,0.130098,0.133809,4.382232,-999,-999,-999,-999,-999,-999,-999,0.637739,0.999098,0.784065,0.601293,0.823948,-999,82,82,82,0,0,82,0,0,0,0,0,0,0,0,82,0,0,82,0,0,82,82,82,0,0,0,0,0,0,0,82,82,82,82,82,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/22/2019,12:00:00,203,0.026205,0.041991,0.04939,-999,-999,0.057919,-999,-999,-999,-999,-999,-999,-999,-999,0.080943,-999,-999,0.091147,-999,-999,0.113555,0.116515,4.313378,-999,-999,-999,-999,-999,-999,-999,0.92722,1.243471,1.073048,0.90161,0.980507,-999,57,57,57,0,0,57,0,0,0,0,0,0,0,0,57,0,0,57,0,0,57,57,57,0,0,0,0,0,0,0,57,57,57,57,57,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/23/2019,12:00:00,204,0.035862,0.047746,0.054047,-999,-999,0.065946,-999,-999,-999,-999,-999,-999,-999,-999,0.097589,-999,-999,0.11067,-999,-999,0.135622,0.150056,4.845207,-999,-999,-999,-999,-999,-999,-999,1.084909,1.196933,1.226582,1.07572,1.191865,-999,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/24/2019,12:00:00,205,0.025079,0.038179,0.042672,-999,-999,0.050665,-999,-999,-999,-999,-999,-999,-999,-999,0.074255,-999,-999,0.082782,-999,-999,0.10012,0.106423,4.636737,-999,-999,-999,-999,-999,-999,-999,1.009569,1.101986,1.14715,1.009067,1.01127,-999,35,35,35,0,0,34,0,0,0,0,0,0,0,0,35,0,0,35,0,0,34,34,35,0,0,0,0,0,0,0,35,35,35,35,34,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/25/2019,12:00:00,206,0.016014,0.025018,0.027835,-999,-999,0.03173,-999,-999,-999,-999,-999,-999,-999,-999,0.047687,-999,-999,0.05143,-999,-999,0.0633,0.067133,4.725191,-999,-999,-999,-999,-999,-999,-999,0.980883,1.039284,1.179987,1.001214,1.050592,-999,15,15,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15,0,0,15,15,15,0,0,0,0,0,0,0,15,15,15,15,15,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/26/2019,12:00:00,207,0.019222,0.036019,0.042439,-999,-999,0.052191,-999,-999,-999,-999,-999,-999,-999,-999,0.077709,-999,-999,0.088124,-999,-999,0.111099,0.114988,4.82088,-999,-999,-999,-999,-999,-999,-999,1.104503,1.306054,1.241336,1.098816,1.060352,-999,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/27/2019,12:00:00,208,0.032604,0.045708,0.051384,-999,-999,0.060836,-999,-999,-999,-999,-999,-999,-999,-999,0.08805,-999,-999,0.099834,-999,-999,0.123111,0.133303,4.534626,-999,-999,-999,-999,-999,-999,-999,1.062118,1.240081,1.217808,1.044108,1.150726,-999,32,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,32,32,0,0,0,0,0,0,0,32,32,32,32,32,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/28/2019,12:00:00,209,0.019135,0.033527,0.039764,-999,-999,0.050927,-999,-999,-999,-999,-999,-999,-999,-999,0.081097,-999,-999,0.095071,-999,-999,0.121178,0.13334,4.463362,-999,-999,-999,-999,-999,-999,-999,1.314816,1.451184,1.476864,1.299609,1.327851,-999,43,43,43,0,0,43,0,0,0,0,0,0,0,0,43,0,0,43,0,0,43,43,43,0,0,0,0,0,0,0,43,43,43,43,43,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/29/2019,12:00:00,210,0.022588,0.04043,0.048679,-999,-999,0.060955,-999,-999,-999,-999,-999,-999,-999,-999,0.092755,-999,-999,0.108171,-999,-999,0.137859,0.14819,4.519592,-999,-999,-999,-999,-999,-999,-999,1.199364,1.43283,1.350534,1.174724,1.28015,-999,50,50,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,49,50,0,0,0,0,0,0,0,50,50,50,50,50,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/30/2019,12:00:00,211,0.021629,0.037533,0.045102,-999,-999,0.054855,-999,-999,-999,-999,-999,-999,-999,-999,0.08286,-999,-999,0.095931,-999,-999,0.123381,0.131968,4.686009,-999,-999,-999,-999,-999,-999,-999,1.13951,1.452916,1.318745,1.108162,1.256548,-999,60,60,60,0,0,60,0,0,0,0,0,0,0,0,60,0,0,60,0,0,60,60,60,0,0,0,0,0,0,0,60,60,60,60,60,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
7/31/2019,12:00:00,212,0.031534,0.051038,0.058942,-999,-999,0.070366,-999,-999,-999,-999,-999,-999,-999,-999,0.101055,-999,-999,0.115919,-999,-999,0.146345,0.160146,4.897021,-999,-999,-999,-999,-999,-999,-999,1.016454,1.349462,1.173725,0.981673,1.268729,-999,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,329,NASA_KSC,28.463763,-80.663476,1.2
